ClientNumber,ClientName,ClientIndustry,StateCode,CardNumber,CardCVN,CardExpiry,ECI,CardPAN,TransactionSource,SummaryCode,BankAccountType,ReferenceNumber,PrincipleAmount,SurchargeRate,SurchargeAmount,LateFee,Amount,Currency,ReminderSent,CreditScore,CreditScoreStatus,CreditStatusProgress,Date,Time
62-4708615,Genevieve,Human Resources,OR,8595-0709-8872-2293,735,2024-03,MTO,VI,BPAY,Approved,BPay,TTPR2162270,298.9,0.01,2.989,0,301.899,AUD,Yes,318,Poor,NoChange,18/11/2020,7:41 AM
88-0543676,Larisa,Product Management,CO,7799-2069-3759-4209,665,2024-05,MTO,VI,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,SXVJ0384892,5651,0.01,56.51,0,5707.52,AUD,No,679,Good,NoChange,12/10/2021,3:03 PM
61-2550748,Emilee,Research and Development,KS,5162-4213-6852-5492,217,2024-08,SSL,VI,AUSTRALIA_POST,Approved,AustraliaPost,NCGP8424480,7661.4,0.01,76.614,0,7738.024,AUD,Yes,317,Poor,Increased,25/09/2021,2:16 PM
39-2786609,Berry,Engineering,TX,6974-7947-5774-6595,241,2024-06,MTO,MC,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,TTXZ0896280,2359.1,0.01,23.591,0,2382.701,AUD,No,716,Good,Increased,10/06/2020,11:10 PM
02-5010996,Lucien,Product Management,NC,2466-2491-9292-9225,768,2024-04,REC,EFT,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,TSQA6429789,5454.4,0.005,27.272,0,5481.677,AUD,No,602,Fair,NoChange,16/01/2022,3:11 PM
68-7268986,Rycca,Marketing,CT,0468-7945-0376-4194,566,2024-03,REC,AX,BRANCH_PAYMENT,Declined,BranchPayment,FPFZ7536164,6302.6,0.02,126.052,0,6428.672,AUD,Yes,442,Poor,Increased,9/11/2021,7:35 AM
98-9113209,Stevana,Product Management,GA,2651-4026-8567-7440,23,2024-06,REC,MC,AUSTRALIA_POST,Declined,AustraliaPost,LATQ4017252,7004.8,0.01,70.048,0,7074.858,AUD,Yes,681,Good,NoChange,7/09/2021,6:57 PM
58-4344020,Val,Human Resources,TX,3662-4978-5305-8652,422,2024-07,SSL,EFT,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,OCZB1907864,3492.3,0.005,17.4615,0,3509.7665,AUD,No,490,Poor,Increased,25/08/2021,5:44 PM
37-3718332,Calypso,Product Management,CA,8795-2536-7499-0503,714,2024-01,REC,MC,BPAY,Approved,BPay,IGEE1786998,5014.9,0.01,50.149,0,5065.059,AUD,No,456,Poor,Decreased,10/01/2021,10:39 PM
67-9379846,Claresta,Sales,VA,9124-9747-2956-5611,309,2024-11,MTO,AX,BPAY,Approved,BPay,ZCTU3659555,1584.3,0.02,31.686,0,1616.006,AUD,Yes,462,Poor,NoChange,19/07/2020,1:36 AM
18-7988528,Willy,Human Resources,CO,0195-9292-4815-1207,834,2024-10,SSL,AX,BRANCH_PAYMENT,Approved,BranchPayment,IOOQ2134854,5467.5,0.02,109.35,0,5576.87,AUD,Yes,520,Poor,NoChange,7/04/2022,2:56 AM
40-6309050,Beverley,Human Resources,FL,9056-3847-4910-2993,84,2024-08,SSL,EFT,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,GHNY2902203,6013.2,0.005,30.066,0,6043.271,AUD,No,589,Fair,Decreased,17/10/2021,1:02 AM
97-6353037,Geno,Accounting,MS,8254-1750-7536-3876,319,2024-02,REC,MC,BRANCH_PAYMENT,Pending,BranchPayment,HKZJ0369167,1305,0.01,13.05,0,1318.06,AUD,No,660,Fair,NoChange,22/07/2020,12:39 AM
22-5273147,Ericka,Research and Development,GA,8213-3068-2005-9117,935,2024-04,SSL,VI,BPAY,Approved,BPay,PRHK5786710,3140.9,0.01,31.409,0,3172.319,AUD,No,366,Poor,Increased,19/05/2022,8:38 PM
34-2108899,Marley,Accounting,FL,1323-1033-1241-4370,304,2024-08,REC,MC,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,RFPG6159445,7536.9,0.01,75.369,0,7612.279,AUD,No,637,Fair,Increased,22/10/2021,10:04 PM
09-3859345,Orelie,Accounting,TX,3286-5525-9517-2122,786,2024-01,SSL,MC,AUSTRALIA_POST,Pending,AustraliaPost,PYOT4203330,6351.1,0.01,63.511,0,6414.621,AUD,Yes,687,Good,Decreased,1/02/2021,12:36 AM
71-4762098,Tiphanie,Sales,MA,3024-5560-0678-2575,155,2024-10,REC,AX,BRANCH_PAYMENT,Declined,BranchPayment,YVPA6323975,6481,0.02,129.62,0,6610.64,AUD,Yes,483,Poor,Decreased,19/01/2021,4:28 PM
16-1240812,Adelind,Business Development,TN,5502-7399-6579-4972,865,2024-04,MTO,AX,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,ZLNR0060827,1815.8,0.02,36.316,0,1852.136,AUD,Yes,578,Poor,Decreased,7/04/2022,12:19 AM
03-6659823,Ruben,Engineering,WI,8923-2517-7954-6057,405,2024-11,SSL,EFT,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,WHNG4151594,6739,0.005,33.695,0,6772.7,AUD,No,306,Poor,Decreased,5/02/2021,1:52 PM
56-4571369,Kirstin,Research and Development,TX,9695-6694-4530-8155,802,2024-07,MTO,MC,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,TPOU6731615,4689.4,0.01,46.894,0,4736.304,AUD,No,419,Poor,Increased,22/02/2021,4:08 PM
46-4233302,Pier,Business Development,FL,8553-1983-5973-3537,300,2024-08,SSL,VI,BPAY,Approved,BPay,RMTE6699097,604.2,0.01,6.042,0,610.252,AUD,Yes,522,Poor,Decreased,12/01/2021,7:44 PM
72-1853197,Dyna,Accounting,FL,2272-7547-5072-2470,274,2024-03,SSL,AX,AUSTRALIA_POST,Pending,AustraliaPost,KOZN5355127,3859.4,0.02,77.188,0,3936.608,AUD,No,553,Poor,NoChange,22/08/2020,6:01 AM
86-1510136,Genni,Legal,NC,2265-8438-6429-6206,525,2024-06,SSL,EFT,BPAY,Approved,BPay,MVJF2376241,1782.2,0.005,8.911,0,1791.116,AUD,Yes,385,Poor,Increased,13/09/2020,10:41 AM
24-1181400,Tanya,Engineering,AK,7584-1447-2872-4441,636,2024-11,MTO,AX,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,DGEP4095102,3767.5,0.02,75.35,0,3842.87,AUD,No,421,Poor,Decreased,14/07/2021,4:05 PM
78-4834023,Marnia,Services,SC,6390-0188-9088-7964,952,2024-11,REC,MC,BPAY,Pending,BPay,EAAJ0765377,5177.2,0.01,51.772,0,5228.982,AUD,Yes,340,Poor,Increased,3/05/2022,7:35 PM
22-6255672,Hailey,Legal,TN,4938-6444-4139-9730,643,2024-10,REC,MC,BRANCH_PAYMENT,Declined,BranchPayment,GFTZ7526165,4156.5,0.01,41.565,0,4198.075,AUD,No,721,Good,Decreased,30/12/2020,10:13 PM
26-7831178,Feliza,Business Development,MO,1349-8457-6411-5294,126,2024-03,REC,AX,AUSTRALIA_POST,Declined,AustraliaPost,WLXN9406526,7387.5,0.02,147.75,0,7535.27,AUD,Yes,717,Good,NoChange,5/05/2022,6:21 AM
18-5895004,Tawsha,Sales,CA,9276-6764-7798-3983,343,2024-01,REC,VI,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,UEZV0993623,2109.8,0.01,21.098,0,2130.908,AUD,Yes,598,Fair,NoChange,27/05/2022,1:37 PM
58-2463889,Coleman,Support,GA,7108-5932-0233-1163,993,2024-04,MTO,EFT,AUSTRALIA_POST,Approved,AustraliaPost,RYQH6071774,237.4,0.005,1.187,0,238.592,AUD,Yes,475,Poor,NoChange,21/08/2020,11:12 AM
83-1383417,Puff,Research and Development,NC,6810-1868-0742-3196,387,2024-07,MTO,VI,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,CHVS3571486,5807.5,0.01,58.075,0,5865.585,AUD,No,711,Good,Decreased,4/07/2021,4:11 AM
55-5640190,Chad,Product Management,CA,2445-2555-3648-3608,458,2024-05,MTO,MC,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,AQZO3293689,7080.9,0.01,70.809,0,7151.719,AUD,Yes,532,Poor,NoChange,15/12/2020,3:02 PM
91-1093919,Konstantin,Human Resources,CA,8770-0163-3112-0963,2,2024-04,SSL,EFT,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,TPSB7370341,1201,0.005,6.005,0,1207.01,AUD,No,526,Poor,NoChange,1/02/2022,10:08 AM
40-7604138,Cristobal,Product Management,FL,0724-4463-1560-2318,70,2024-09,REC,EFT,BPAY,Pending,BPay,TJIT8564119,2276.3,0.005,11.3815,0,2287.6865,AUD,Yes,624,Fair,NoChange,26/05/2021,12:52 PM
84-5258015,Guthrey,Human Resources,CA,2684-0977-7789-4748,273,2024-04,REC,MC,BRANCH_PAYMENT,Pending,BranchPayment,YMUR4038529,1778,0.01,17.78,0,1795.79,AUD,No,488,Poor,Increased,12/09/2020,8:42 AM
04-7432012,Alysa,Product Management,MA,1021-5564-6971-0465,777,2024-09,MTO,AX,AUSTRALIA_POST,Approved,AustraliaPost,NCEF8166765,5494.8,0.02,109.896,0,5604.716,AUD,Yes,325,Poor,Increased,26/03/2022,4:44 PM
54-2191432,Elfrieda,Engineering,NH,5348-9709-5370-4296,601,2024-04,MTO,EFT,BPAY,Approved,BPay,XAWO4058492,5276.3,0.005,26.3815,0,5302.6865,AUD,No,530,Poor,NoChange,14/11/2020,12:18 PM
42-3142348,Therese,Legal,MA,9565-0131-0133-9720,450,2024-06,REC,MC,BPAY,Declined,BPay,LUPC0682580,6207.4,0.01,62.074,0,6269.484,AUD,Yes,628,Fair,NoChange,18/05/2022,6:02 PM
46-9875154,Hermie,Training,MN,1691-2644-7457-6993,640,2024-11,SSL,EFT,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,JIEC4381565,5886.7,0.005,29.4335,0,5916.1385,AUD,Yes,491,Poor,Decreased,1/08/2020,7:48 PM
97-7752980,Lothaire,Human Resources,FL,7836-2976-7495-0926,851,2024-11,SSL,AX,AUSTRALIA_POST,Approved,AustraliaPost,ZAKU7457272,3418.3,0.02,68.366,0,3486.686,AUD,No,317,Poor,Decreased,10/11/2021,10:28 PM
12-0740363,Aube,Sales,CA,2825-7736-6823-1698,13,2024-06,SSL,AX,BPAY,Approved,BPay,LGTJ1115032,2859.9,0.02,57.198,0,2917.118,AUD,Yes,537,Poor,NoChange,21/06/2020,1:13 AM
84-5637298,Chane,Product Management,CO,5427-2169-6653-9637,943,2024-01,REC,MC,AUSTRALIA_POST,Pending,AustraliaPost,QWMG8795579,8396.4,0.01,83.964,0,8480.374,AUD,Yes,677,Good,Decreased,11/01/2022,10:45 AM
62-0654185,Nestor,Legal,CA,8201-9137-0926-2764,384,2024-03,REC,VI,BPAY,Pending,BPay,PIEB2552809,315.7,0.01,3.157,0,318.867,AUD,Yes,445,Poor,NoChange,2/02/2022,4:28 PM
48-7097124,Keelia,Human Resources,CA,5810-9918-3311-7416,848,2024-02,MTO,MC,BPAY,Pending,BPay,FJRC4498862,3851.5,0.01,38.515,0,3890.025,AUD,No,668,Fair,NoChange,12/09/2020,8:23 AM
45-8059722,Lorianna,Engineering,CA,2881-4191-4773-2232,861,2024-08,SSL,AX,AUSTRALIA_POST,Declined,AustraliaPost,HVCR5297816,595.3,0.02,11.906,0,607.226,AUD,No,714,Good,Increased,7/08/2021,7:04 PM
51-3298304,Tucker,Legal,FL,0085-1402-0099-8884,500,2024-07,SSL,VI,BPAY,Declined,BPay,KAMM3924979,3997.3,0.01,39.973,0,4037.283,AUD,No,390,Poor,Decreased,17/03/2021,3:42 PM
87-9518336,Raynell,Product Management,OK,5405-4813-7740-4010,242,2024-06,SSL,AX,BPAY,Pending,BPay,ASUL9592636,560.5,0.02,11.21,0,571.73,AUD,No,336,Poor,NoChange,29/01/2021,3:12 AM
04-1122808,Shay,Sales,CA,6534-3878-6133-4445,554,2024-04,MTO,MC,BPAY,Declined,BPay,ZUNM9776676,5967,0.01,59.67,0,6026.68,AUD,Yes,499,Poor,Increased,3/04/2022,8:15 AM
40-2105757,Bette-ann,Legal,LA,0037-2641-8792-4999,794,2024-04,REC,MC,BRANCH_PAYMENT,Approved,BranchPayment,WGLE5365247,1422.4,0.01,14.224,0,1436.634,AUD,Yes,528,Poor,NoChange,15/02/2021,12:28 PM
26-7804798,Ray,Human Resources,TX,1146-5201-2963-1252,815,2024-10,REC,AX,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,BBGN4259220,2035.9,0.02,40.718,0,2076.638,AUD,Yes,530,Poor,Decreased,24/07/2021,6:35 PM
03-9754238,Odo,Business Development,MN,6882-9063-0619-8065,489,2024-11,REC,EFT,AUSTRALIA_POST,Approved,AustraliaPost,RRDE6116397,2151.8,0.005,10.759,0,2162.564,AUD,No,600,Fair,Decreased,15/11/2020,5:00 AM
95-6186992,Latrena,Research and Development,CA,9696-7509-6540-1252,932,2024-01,REC,EFT,AUSTRALIA_POST,Declined,AustraliaPost,NHWF0473244,7843.4,0.005,39.217,0,7882.622,AUD,Yes,375,Poor,NoChange,29/09/2021,7:50 PM
60-1703789,Ara,Accounting,AZ,7262-9260-4086-9562,405,2024-05,SSL,EFT,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,JLAO7362469,4853.5,0.005,24.2675,0,4877.7725,AUD,No,398,Poor,Decreased,20/03/2022,2:40 AM
79-1372489,Saunderson,Product Management,FL,7511-7052-3981-7605,537,2024-11,REC,VI,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,ZCKK5156105,897.8,0.01,8.978,0,906.788,AUD,Yes,416,Poor,Decreased,4/08/2021,3:26 AM
42-3651646,Emlyn,Human Resources,TN,8342-8791-7306-5082,779,2024-11,SSL,AX,BRANCH_PAYMENT,Approved,BranchPayment,HCII6199246,509.9,0.02,10.198,0,520.118,AUD,Yes,537,Poor,Decreased,31/05/2022,9:25 PM
02-4421102,Garry,Legal,CA,1291-1491-6224-7935,792,2024-11,SSL,MC,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,RFHW1779617,4759.8,0.01,47.598,0,4807.408,AUD,No,493,Poor,Decreased,7/07/2021,3:53 PM
21-4127833,Bianka,Support,WI,7952-5160-0757-3652,747,2024-07,REC,VI,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,OEBM2195584,3068,0.01,30.68,0,3098.69,AUD,Yes,480,Poor,NoChange,22/09/2020,4:51 PM
16-2949284,Celka,Support,MI,7740-0374-0068-9058,117,2024-11,MTO,AX,BPAY,Pending,BPay,CQAO4810364,2965,0.02,59.3,0,3024.32,AUD,No,676,Good,Increased,29/05/2021,3:50 AM
78-0722464,Karee,Services,FL,5212-3988-0581-6895,908,2024-04,REC,EFT,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,WLTQ4662130,4871.4,0.005,24.357,0,4895.762,AUD,Yes,510,Poor,NoChange,21/01/2021,5:39 AM
27-6378781,Valina,Research and Development,NC,3349-0080-3144-6454,983,2024-04,MTO,EFT,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,TEFH4471335,8258.8,0.005,41.294,0,8300.099,AUD,No,599,Fair,Decreased,6/08/2020,9:44 PM
13-2986298,Travers,Marketing,TX,9694-7057-0331-6458,5,2024-05,MTO,EFT,BPAY,Approved,BPay,LFIT4342888,6841.1,0.005,34.2055,0,6875.3105,AUD,No,623,Fair,NoChange,7/07/2021,8:02 AM
18-2788826,Rina,Product Management,PA,8610-6268-9422-8187,909,2024-01,SSL,EFT,BRANCH_PAYMENT,Declined,BranchPayment,FWHM0833489,3345.2,0.005,16.726,0,3361.931,AUD,No,513,Poor,Decreased,7/07/2021,1:09 PM
17-6883045,Florrie,Research and Development,VA,9984-9869-4989-9690,329,2024-11,REC,EFT,BPAY,Declined,BPay,WAWQ7043531,4842.7,0.005,24.2135,0,4866.9185,AUD,No,679,Good,NoChange,22/10/2020,1:54 AM
49-6397300,Gayleen,Business Development,FL,9680-1260-2664-6882,45,2024-08,SSL,MC,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,SAVC9748380,1028,0.01,10.28,0,1038.29,AUD,Yes,499,Poor,Decreased,1/06/2020,10:45 AM
07-9997841,Fernande,Sales,KS,1245-0949-7012-1243,453,2024-10,SSL,EFT,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,GKXS4705077,5637.1,0.005,28.1855,0,5665.2905,AUD,No,522,Poor,Decreased,14/01/2022,5:46 AM
56-4335447,Reuven,Product Management,CA,8045-5885-2543-7921,54,2024-05,SSL,AX,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,VNXN8815430,7508.9,0.02,150.178,0,7659.098,AUD,Yes,660,Fair,Increased,6/04/2022,4:38 PM
35-3977323,Coop,Business Development,CO,9865-8345-1747-0562,458,2024-05,MTO,EFT,BRANCH_PAYMENT,Approved,BranchPayment,JXTR9611720,2374.4,0.005,11.872,0,2386.277,AUD,Yes,724,Good,NoChange,19/02/2021,8:11 AM
65-1551461,Reginauld,Legal,AL,3298-7386-1354-5817,975,2024-07,SSL,AX,BRANCH_PAYMENT,Pending,BranchPayment,BVPI0752841,2982.4,0.02,59.648,0,3042.068,AUD,No,495,Poor,Decreased,25/06/2021,10:41 PM
52-3342156,Courtney,Accounting,IA,1867-0076-6237-1628,814,2024-03,MTO,MC,BRANCH_PAYMENT,Pending,BranchPayment,BVRN7036783,6257.3,0.01,62.573,0,6319.883,AUD,No,567,Poor,NoChange,30/08/2020,11:02 PM
55-6278697,Pooh,Accounting,WA,9650-2547-1841-2449,540,2024-11,REC,MC,BRANCH_PAYMENT,Pending,BranchPayment,XCMU1211532,6274,0.01,62.74,0,6336.75,AUD,No,400,Poor,Increased,15/09/2020,4:18 PM
91-1690747,Cary,Marketing,IN,1015-6474-7328-5527,4,2024-09,REC,EFT,BPAY,Pending,BPay,SXOY8603238,7887.8,0.005,39.439,0,7927.244,AUD,Yes,594,Fair,Increased,24/09/2021,8:00 PM
23-7833138,Renado,Accounting,AZ,5485-3445-2361-7359,542,2024-08,REC,AX,AUSTRALIA_POST,Declined,AustraliaPost,GVBD1504949,2706.9,0.02,54.138,0,2761.058,AUD,No,565,Poor,Decreased,19/03/2022,3:14 PM
47-9817525,Laney,Human Resources,VA,7875-6173-4729-4070,48,2024-04,SSL,AX,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,UITM3085029,4824.6,0.02,96.492,0,4921.112,AUD,No,616,Fair,Increased,5/10/2020,10:20 AM
28-3134001,Adrian,Research and Development,TN,9460-6596-7757-6887,487,2024-03,SSL,VI,AUSTRALIA_POST,Pending,AustraliaPost,LQDB2723138,3577.5,0.01,35.775,0,3613.285,AUD,Yes,425,Poor,Increased,1/01/2021,6:41 PM
16-7555494,Redford,Support,TX,1497-0851-4276-6882,397,2024-11,REC,VI,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,GRHB5626851,5660.4,0.01,56.604,0,5717.014,AUD,Yes,390,Poor,Increased,1/12/2020,3:36 PM
70-1049145,Nance,Accounting,OR,0558-8010-8718-5157,134,2024-09,MTO,MC,BRANCH_PAYMENT,Declined,BranchPayment,FGGW6008571,6895.9,0.01,68.959,0,6964.869,AUD,No,603,Fair,NoChange,5/03/2022,6:18 AM
84-5068461,Myrwyn,Business Development,IA,4556-4907-5567-0332,40,2024-04,REC,EFT,AUSTRALIA_POST,Pending,AustraliaPost,ZFLU9901925,250.7,0.005,1.2535,0,251.9585,AUD,No,419,Poor,Increased,27/10/2021,7:53 AM
42-0240946,Kathleen,Business Development,DC,9406-0163-9677-7065,755,2024-02,REC,MC,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,XNRB9653938,7600.8,0.01,76.008,0,7676.818,AUD,Yes,409,Poor,NoChange,30/01/2022,11:18 AM
94-0732226,Alwin,Support,TN,4661-3587-8161-2651,706,2024-02,MTO,AX,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,LPDW5097357,996,0.02,19.92,0,1015.94,AUD,Yes,660,Fair,NoChange,18/11/2021,7:56 AM
43-6767154,Gerladina,Sales,NY,5130-0363-9479-3962,792,2024-11,SSL,EFT,AUSTRALIA_POST,Pending,AustraliaPost,UEOK6495616,1451.7,0.005,7.2585,0,1458.9635,AUD,No,614,Fair,Increased,1/10/2021,3:39 AM
81-7186794,Nananne,Training,DC,5033-3778-3175-6056,660,2024-03,SSL,AX,AUSTRALIA_POST,Approved,AustraliaPost,DGUQ7932185,4243.9,0.02,84.878,0,4328.798,AUD,No,373,Poor,NoChange,27/04/2021,10:39 PM
92-5440337,Trisha,Support,IN,0555-2698-3163-0280,486,2024-07,SSL,AX,AUSTRALIA_POST,Declined,AustraliaPost,NJIN8606108,1434.5,0.02,28.69,0,1463.21,AUD,No,302,Poor,Increased,23/09/2021,4:49 AM
91-4969103,Rayshell,Human Resources,LA,7561-1286-9688-0003,950,2024-09,REC,MC,BPAY,Pending,BPay,QDDO5469076,5493.8,0.01,54.938,0,5548.748,AUD,Yes,687,Good,Decreased,19/07/2020,11:28 AM
00-5715709,Giles,Human Resources,NV,5558-5601-7325-4857,774,2024-07,MTO,VI,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,OCLL3174583,5095.5,0.01,50.955,0,5146.465,AUD,Yes,609,Fair,Decreased,16/01/2022,7:23 PM
19-8703798,Jelene,Training,CA,7282-1662-1537-4856,201,2024-11,SSL,AX,AUSTRALIA_POST,Pending,AustraliaPost,EDAZ6945675,4622.7,0.02,92.454,0,4715.174,AUD,Yes,552,Poor,Increased,5/09/2021,10:50 PM
37-4372577,Avictor,Engineering,MO,6254-6497-9942-4706,983,2024-04,REC,MC,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,HDZV5710070,8115.4,0.01,81.154,0,8196.564,AUD,Yes,344,Poor,Decreased,10/03/2022,12:16 PM
33-6281242,Oriana,Support,GA,0737-4264-5042-6314,878,2024-03,SSL,MC,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,RTBQ0158735,414,0.01,4.14,0,418.15,AUD,No,428,Poor,NoChange,11/03/2022,11:07 AM
28-7605125,Antonina,Accounting,TX,6661-8273-3712-8414,55,2024-11,SSL,VI,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,OWTS2184923,7223.3,0.01,72.233,0,7295.543,AUD,Yes,575,Poor,Decreased,29/05/2021,11:44 PM
93-9656818,Dmitri,Research and Development,MA,1718-8292-3596-1217,772,2024-03,REC,EFT,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,WPJM5887004,7723.1,0.005,38.6155,0,7761.7205,AUD,No,653,Fair,NoChange,26/03/2022,7:39 AM
87-1950770,Melvyn,Business Development,TX,2727-3997-2526-8305,584,2024-01,REC,AX,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,RJII8914679,4590.8,0.02,91.816,0,4682.636,AUD,No,327,Poor,NoChange,23/05/2022,4:43 PM
92-1194770,Emilie,Accounting,FL,5969-4819-4663-9547,475,2024-01,SSL,EFT,BPAY,Declined,BPay,EZZS2468127,5501.5,0.005,27.5075,0,5529.0125,AUD,No,343,Poor,NoChange,13/12/2021,6:47 AM
26-3866290,Rhett,Sales,NV,8101-2733-8863-7819,847,2024-11,MTO,MC,BRANCH_PAYMENT,Approved,BranchPayment,MKYK5396225,628.2,0.01,6.282,0,634.492,AUD,No,313,Poor,Decreased,27/11/2020,1:18 AM
29-3170314,Gibbie,Legal,NY,1188-6029-5619-2530,86,2024-04,MTO,MC,AUSTRALIA_POST,Approved,AustraliaPost,BFBT4258085,7716.4,0.01,77.164,0,7793.574,AUD,No,390,Poor,Increased,3/08/2020,10:15 PM
36-1310846,Land,Legal,AZ,5999-3482-5228-2788,476,2024-10,REC,EFT,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,KLCV3021995,4999.3,0.005,24.9965,0,5024.3015,AUD,No,476,Poor,NoChange,13/05/2021,4:13 AM
41-1799978,Devondra,Business Development,WV,6686-4834-7301-6031,71,2024-08,MTO,MC,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,KODH2292669,194.8,0.01,1.948,0,196.758,AUD,Yes,348,Poor,NoChange,19/05/2022,8:32 AM
24-6229991,Holli,Training,MD,8941-8087-1765-9420,791,2024-05,REC,MC,AUSTRALIA_POST,Declined,AustraliaPost,YCSZ9070616,8992,0.01,89.92,0,9081.93,AUD,No,682,Good,NoChange,17/04/2021,11:25 AM
80-0958411,Sim,Sales,AZ,4780-6490-6602-7251,216,2024-07,MTO,MC,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,FNBZ0052745,6220,0.01,62.2,0,6282.21,AUD,Yes,619,Fair,Increased,17/12/2021,8:05 AM
62-2214561,Heath,Services,TX,8916-5984-5690-0242,973,2024-04,SSL,MC,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,YOFC4256186,5691.3,0.01,56.913,0,5748.223,AUD,No,519,Poor,NoChange,7/11/2020,5:10 AM
49-6191691,Breanne,Product Management,TX,2686-6725-5072-7556,647,2024-08,REC,EFT,AUSTRALIA_POST,Approved,AustraliaPost,ZOYN8620665,1075.4,0.005,5.377,0,1080.782,AUD,No,342,Poor,Increased,23/05/2022,5:29 AM
30-6509758,Danika,Research and Development,MO,0319-1509-8228-2928,689,2024-01,MTO,MC,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,CPRE9464430,3294.2,0.01,32.942,0,3327.152,AUD,Yes,391,Poor,Increased,29/07/2020,12:41 PM
15-1156388,Orland,Human Resources,WV,6512-8855-9850-9304,481,2024-08,REC,VI,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,TLWJ3040393,8647.4,0.01,86.474,0,8733.884,AUD,No,714,Good,Decreased,11/07/2021,2:07 AM
81-7187625,Delcina,Business Development,MO,9231-9576-9481-0080,140,2024-09,SSL,EFT,BRANCH_PAYMENT,Approved,BranchPayment,XSQQ9215151,5566,0.005,27.83,0,5593.835,AUD,No,735,Good,Decreased,8/03/2021,7:49 AM
27-1703789,Stefano,Research and Development,FL,1047-2448-1275-2408,620,2024-02,MTO,AX,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,XOYB6504890,2516.4,0.02,50.328,0,2566.748,AUD,Yes,424,Poor,Increased,28/03/2021,10:57 AM
29-8048935,Karita,Services,NV,1830-8648-5728-4566,62,2024-11,REC,MC,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,IWKY6371209,755.3,0.01,7.553,0,762.863,AUD,No,709,Good,NoChange,15/07/2021,8:30 PM
83-1429468,Gwenette,Human Resources,MI,1823-2541-1825-6532,128,2024-03,REC,MC,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,LDON3801635,3962.5,0.01,39.625,0,4002.135,AUD,Yes,442,Poor,Increased,9/11/2020,3:27 PM
27-1158329,Dex,Product Management,NY,5712-5505-3068-3215,745,2024-07,SSL,MC,BPAY,Declined,BPay,GTJC9644651,4951.8,0.01,49.518,0,5001.328,AUD,Yes,532,Poor,Decreased,25/06/2020,11:56 AM
40-5528242,Sib,Research and Development,NY,3078-9554-7542-9657,4,2024-06,MTO,EFT,BPAY,Pending,BPay,FVNZ5896332,662.1,0.005,3.3105,0,665.4155,AUD,Yes,396,Poor,NoChange,29/05/2021,9:12 PM
45-6834023,Eyde,Engineering,WI,5884-8022-4832-7079,395,2024-09,SSL,AX,BRANCH_PAYMENT,Declined,BranchPayment,CGCT4848742,444.8,0.02,8.896,0,453.716,AUD,Yes,516,Poor,NoChange,1/05/2022,1:40 AM
